source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[biorepository]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample storage temperature]	characteristics[material type]	characteristics[mass]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[elution conditions]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[associated data file]	comment[associated file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[spiked compound]	factor value[mass]
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 64	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	44	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_44_D12_01_2637.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 65	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	45	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_45_E12_01_2638.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 66	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	46	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_46_F12_01_2639.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 67	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	47	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_47_G12_01_2658.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 68	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	48	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_48_H12_01_2659.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_100ng_30min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	100 ng	not applicable	not pooled	1	run 69	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 30 min gradient 10-30% B (15 min), 40% B (7.5 min), 57.5% B (2.5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	1	20181008_TIMS2_12-2_AnBr_SA_HeLa_50cm_30min_100ms_20kTV_11CT_100ng_1_A12_01_3156.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	100 ng
HeLa_100ng_30min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	100 ng	not applicable	not pooled	1	run 70	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 30 min gradient 10-30% B (15 min), 40% B (7.5 min), 57.5% B (2.5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	2	20181008_TIMS2_12-2_AnBr_SA_HeLa_50cm_30min_100ms_20kTV_11CT_100ng_2_A12_01_3157.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	100 ng
HeLa_100ng_30min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	100 ng	not applicable	not pooled	1	run 71	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 30 min gradient 10-30% B (15 min), 40% B (7.5 min), 57.5% B (2.5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	3	20181008_TIMS2_12-2_AnBr_SA_HeLa_50cm_30min_100ms_20kTV_11CT_100ng_3_A12_01_3158.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	100 ng
HeLa_100ng_60min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	100 ng	not applicable	not pooled	1	run 72	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 60 min gradient 10-30% B (30 min), 40% B (15 min), 57.5% B (5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	1	20180810_TIMS2_12-2_AnBr_SA_100ng_50cm_60min_100ms_11CT_1_C4_01_2683.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	100 ng
HeLa_100ng_60min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	100 ng	not applicable	not pooled	1	run 73	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 60 min gradient 10-30% B (30 min), 40% B (15 min), 57.5% B (5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	2	20180810_TIMS2_12-2_AnBr_SA_100ng_50cm_60min_100ms_11CT_2_C4_01_2684.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	100 ng
HeLa_100ng_60min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	100 ng	not applicable	not pooled	1	run 74	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 60 min gradient 10-30% B (30 min), 40% B (15 min), 57.5% B (5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	3	20180810_TIMS2_12-2_AnBr_SA_100ng_50cm_60min_100ms_11CT_3_C4_01_2685.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	100 ng
HeLa_10ng_30min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	10 ng	not applicable	not pooled	1	run 75	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 30 min gradient 10-30% B (15 min), 40% B (7.5 min), 57.5% B (2.5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	1	20180810_TIMS2_12-2_AnBr_SA_10ng_50cm_30min_100ms_11CT_4_C2_01_2696.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	10 ng
HeLa_10ng_30min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	10 ng	not applicable	not pooled	1	run 76	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 30 min gradient 10-30% B (15 min), 40% B (7.5 min), 57.5% B (2.5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	2	20180810_TIMS2_12-2_AnBr_SA_10ng_50cm_30min_100ms_11CT_5_C2_01_2697.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	10 ng
HeLa_10ng_30min	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	10 ng	not applicable	not pooled	1	run 77	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 30 min gradient 10-30% B (15 min), 40% B (7.5 min), 57.5% B (2.5 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	not applicable	1	3	20180810_TIMS2_12-2_AnBr_SA_10ng_50cm_30min_100ms_11CT_6_C2_01_2698.d	HeLa_dilution_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_dilution_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	10 ng
