source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[background cell line]	comment[spike amount basis]	comment[injected total peptide amount]	comment[original sample name]	comment[original acquisition]	comment[annotation source]	comment[annotation provenance]	factor value[condition]
PMC6944235_GS4	Mus musculus	not applicable	not available	not applicable	1	GS4	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	PXD012987_QExHF04052	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04052.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04052.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_4c	PXD012986/QExHF04052.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS4
PMC6944235_GS5	Mus musculus	not applicable	not available	not applicable	1	GS5	CT=protein;AC=P37840;QY=5 pmol	CT=protein;AC=P02754;QY=1 pmol	CT=protein;AC=P02671;QY=0.1 pmol	CT=protein;AC=P02675;QY=0.1 pmol	CT=protein;AC=P02679;QY=0.1 pmol	CT=protein;AC=P13006;QY=0.5 pmol	CT=protein;AC=P69905;QY=0.1 pmol	CT=protein;AC=P68871;QY=0.1 pmol	CT=protein;AC=P20261;QY=10 pmol	CT=protein;AC=P32946;QY=10 pmol	CT=protein;AC=P32947;QY=10 pmol	CT=protein;AC=P00698;QY=1 pmol	CT=protein;AC=P68082;QY=0.5 pmol	PXD012987_QExHF04054	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04054.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04054.raw	PMC6944235	spectral library	GS_IS_30	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_5c	PXD012986/QExHF04054.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS5
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04058	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04058.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04058.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G1	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04060	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04060.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04060.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G2	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04062	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04062.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04062.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G3	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04064	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	4	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04064.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04064.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G4	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04066	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	5	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04066.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04066.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G5	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04068	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	6	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04068.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04068.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G6	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04070	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	7	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04070.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04070.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G7	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04072	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	8	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04072.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04072.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G8	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04074	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04074.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04074.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G9	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
PXD012987_MM_protein_fractionation	Mus musculus	not applicable	not available	not applicable	1	MM_protein_fractionation	CT=protein;AC=P37840;QY=12 pmol	CT=protein;AC=P02754;QY=12 pmol	CT=protein;AC=P02671;QY=12 pmol	CT=protein;AC=P02675;QY=12 pmol	CT=protein;AC=P02679;QY=12 pmol	CT=protein;AC=P13006;QY=12 pmol	CT=protein;AC=P69905;QY=12 pmol	CT=protein;AC=P68871;QY=12 pmol	CT=protein;AC=P20261;QY=12 pmol	CT=protein;AC=P32946;QY=12 pmol	CT=protein;AC=P32947;QY=12 pmol	CT=protein;AC=P00698;QY=12 pmol	CT=protein;AC=P68082;QY=12 pmol	PXD012987_QExHF04076	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	2	10	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF04076.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF04076.raw	PMC6944235	spectral library	MM_F_Prot_20	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	not available	Sandra_G10	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	MM_protein_fractionation
