source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[dissociation method]
T_Oellerich_271113_190314_G2L6_11	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_190314_G2L6_11	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_190314_G2L6_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_190314_G2L6_11	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_190314_G2L6_11	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_190314_G2L6_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_190314_G2L6_7	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_190314_G2L6_7	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_190314_G2L6_7.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_190314_G2L6_7	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_190314_G2L6_7	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_190314_G2L6_7.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_040414_G1L3_8	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_040414_G1L3_8	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_040414_G1L3_8.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_040414_G1L3_8	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_040414_G1L3_8	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_040414_G1L3_8.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_240314_G2L8_17	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_240314_G2L8_17	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_240314_G2L8_17.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_240314_G2L8_17	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_240314_G2L8_17	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_240314_G2L8_17.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_110615_AML_G1_L1_12	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_110615_AML_G1_L1_12	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_110615_AML_G1_L1_12.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_110615_AML_G1_L1_12	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_110615_AML_G1_L1_12	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_110615_AML_G1_L1_12.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
H_Lang_300715_250815_AML_76_L3_4	Homo sapiens	blood cell	Acute myeloid leukemia	1	H_Lang_300715_250815_AML_76_L3_4	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_250815_AML_76_L3_4.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_H_Lang_300715_250815_AML_76_L3_4	Homo sapiens	not applicable	not applicable	1	H_Lang_300715_250815_AML_76_L3_4	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_250815_AML_76_L3_4.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_190615_AML_G2_L6_14	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_190615_AML_G2_L6_14	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_190615_AML_G2_L6_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_190615_AML_G2_L6_14	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_190615_AML_G2_L6_14	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_190615_AML_G2_L6_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_040414_G1L3_9	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_040414_G1L3_9	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_040414_G1L3_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_040414_G1L3_9	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_040414_G1L3_9	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_040414_G1L3_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_260314_G2L9_20	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_260314_G2L9_20	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_260314_G2L9_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_260314_G2L9_20	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_260314_G2L9_20	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_260314_G2L9_20.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_290715_AML_70_G6_L26_15	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_290715_AML_70_G6_L26_15	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_290715_AML_70_G6_L26_15.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_290715_AML_70_G6_L26_15	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_290715_AML_70_G6_L26_15	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_290715_AML_70_G6_L26_15.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_300614_G2_AML16_17	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_300614_G2_AML16_17	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_300614_G2_AML16_17.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_300614_G2_AML16_17	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_300614_G2_AML16_17	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_300614_G2_AML16_17.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_090114_070414_G1L4_19	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_090114_070414_G1L4_19	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_070414_G1L4_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_090114_070414_G1L4_19	Homo sapiens	not applicable	not applicable	1	T_Oellerich_090114_070414_G1L4_19	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_090114_070414_G1L4_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_210514_080614_AML27_14	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_210514_080614_AML27_14	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_210514_080614_AML27_14	Homo sapiens	not applicable	not applicable	1	T_Oellerich_210514_080614_AML27_14	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_210514_080614_AML27_14.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_170715_AML_65_G5L21_16	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_170715_AML_65_G5L21_16	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_170715_AML_65_G5L21_16.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_H_Braun_010615_170715_AML_65_G5L21_16	Homo sapiens	not applicable	not applicable	1	TO_H_Braun_010615_170715_AML_65_G5L21_16	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_170715_AML_65_G5L21_16.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
H_Lang_300715_250815_AML_76_L3_9	Homo sapiens	blood cell	Acute myeloid leukemia	1	H_Lang_300715_250815_AML_76_L3_9	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_250815_AML_76_L3_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_H_Lang_300715_250815_AML_76_L3_9	Homo sapiens	not applicable	not applicable	1	H_Lang_300715_250815_AML_76_L3_9	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	H_Lang_300715_250815_AML_76_L3_9.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
T_Oellerich_271113_130314_G1L3_11	Homo sapiens	blood cell	Acute myeloid leukemia	1	T_Oellerich_271113_130314_G1L3_11	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_130314_G1L3_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_T_Oellerich_271113_130314_G1L3_11	Homo sapiens	not applicable	not applicable	1	T_Oellerich_271113_130314_G1L3_11	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	T_Oellerich_271113_130314_G1L3_11.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_Braun_180215_020415_AML_L14_10	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_Braun_180215_020415_AML_L14_10	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_020415_AML_L14_10.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
SILAC_reference_standard_KG1_NB4_MV4-11_for_TO_Braun_180215_020415_AML_L14_10	Homo sapiens	not applicable	not applicable	1	TO_Braun_180215_020415_AML_L14_10	proteomic profiling by mass spectrometry	NT=SILAC heavy reagent;AC=MS:1002612	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_Braun_180215_020415_AML_L14_10.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
TO_H_Braun_010615_240715_AML_67_G6L23_19	Homo sapiens	blood cell	Acute myeloid leukemia	1	TO_H_Braun_010615_240715_AML_67_G6L23_19	proteomic profiling by mass spectrometry	NT=SILAC light reagent;AC=MS:1002614	NT=Q Exactive HF;AC=MS:1002523	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	TO_H_Braun_010615_240715_AML_67_G6L23_19.raw	v1.1.0	NT=sonnet-5-ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	NT=HCD;AC=MS:1000422
